2	9.89949
3	25.4034
4	40
5	74.2375
6	57.563
7	118.303
8	74.2462
9	79.6667
10	99.928
11	83.5186
12	61.1991
13	70.7243
14	94.3432
15	85.2056
16	112.5
17	60.1488
18	90.0383
19	68.1365
20	90.3371
21	77.6856
22	93.1687
23	89.4527
24	78.1795
25	71.2
26	72.9552
27	63.5085
28	74.27
29	75.9494
30	75.9509
31	70.2257
32	85.7367
33	78.3349
34	73.5729
35	83.5012
36	54.1667
37	56.3889
38	76.2441
39	73.1786
40	78.1083
41	90.1123
42	72.6769
43	64.6594
44	72.9657
45	87.6539
46	75.9326
47	86.0603
48	72.4575
49	80.7143
50	76.6504
51	80.236
52	79.5995
53	78.4329
54	85.1878
55	64.3187
56	70.1561
57	69.8029
58	86.5309
59	66.0058
60	73.4576
61	60.0493
62	72.8981
63	63.498
64	73.875
65	73.8007
66	70.6545
67	59.9852
68	71.6693
69	61.9987
70	78.646
71	71.2069
72	63.5218
73	70.2247
74	85.442
75	74.2472
76	75.5925
77	87.2938
78	73.2583
79	78.9812
80	87.2067
81	83.3333
82	78.8481
83	79.7986
84	75.1761
85	64.3199
86	62.2195
87	68.6152
88	67.3714
89	86.0718
90	77.5812
91	80.6131
92	83.6143
93	74.7642
94	76.6346
95	70.0743
96	75.628
97	71.1758
98	75.0543
99	76.4834
100	82.2
101	71.6427
102	76.3404
103	70.5496
104	63.2475
105	74.5588
106	70.0297
107	87.2963
108	83.9082
109	83.9056
110	85.8116
111	76.0276
112	84.5696
113	71.4948
114	68.9327
115	77.0249
116	71.0285
117	77.4731
118	78.1568
119	84.6113
120	65.4528
121	70.7273
122	74.692
123	73.3959
124	76.2425
125	85.1495
126	72.0714
127	85.6299
128	84.4993
129	66.386
130	79.6369
131	70.4205
132	75.1145
133	74.6582
134	76.6251
135	76.6851
136	71.5149
137	72.6204
138	74.0593
139	70.6541
140	64.0627
141	68.5512
142	74.2676
143	75.8472
144	67.6667
145	72.0835
146	75.3949
147	69.1171
148	65.7596
149	70.4539
150	67.6876
151	74.1361
152	70.0797
153	71.2246
154	75.8279
155	71.4062
156	72.2979
157	74.9404
158	71.5206
159	80.4947
160	75.1041
161	75.7374
162	72.2035
163	67.5171
164	64.1874
165	68.4301
166	75.7523
167	68.8703
168	78.0775
169	75.3077
170	76.9266
171	66.4541
172	73.8093
173	73.0635
174	77.9325
175	87.6122
176	69.1215
177	80.5765
178	67.6078
179	84.3107
180	73.2685
181	76.3363
182	78.2759
183	73.996
184	68.4131
185	76.0947
186	74.5701
187	76.9299
188	77.0896
189	76.158
190	67.832
191	72.2851
192	73.6843
193	62.0481
194	70.8625
195	75.765
196	72
197	67.5422
198	71.7065
199	71.1717
200	82.4487
201	63.4811
202	71.6262
203	81.0651
204	70.4341
205	84.1609
206	73.0176
207	71.1034
208	76.618
209	69.4481
210	64.8662
211	76.8286
212	76.3038
213	70.9856
214	78.6124
215	70.1772
216	73.2806
217	70.9392
218	65.4258
219	77.3719
220	73.2855
221	76.8865
222	72.552
223	75.6034
224	72.6282
225	75.5333
226	82.0845
227	68.629
228	70.0015
229	63.3725
230	73.2572
231	76.125
232	72.0872
233	68.9188
234	76.0277
235	73.126
236	74.2077
237	70.998
238	78.6271
239	67.8542
240	75.5232
241	68.7959
242	73.4105
243	78.5838
244	70.7404
245	68.1681
246	68.9858
247	69.1642
248	67.3736
