249	73.2585
250	79.6894
251	73.2817
252	72.7582
253	68.1505
254	64.6907
255	74.145
256	79.1875
257	76.1015
258	66.9266
259	74.378
260	68.2191
261	69.512
262	73.8891
263	75.2901
264	75.9474
265	75.3126
266	71.3694
267	73.3776
268	73.1184
269	69.3241
270	74.612
271	75.4461
272	67.7281
273	73.8983
274	73.8237
275	70.8552
276	70.4859
277	75.5258
278	70.4118
279	70.4053
280	69.383
281	63.8308
282	67.6478
283	75.1964
284	66.6971
285	78.5455
286	68.947
287	74.1393
288	67.7055
289	70.5294
290	73.1089
291	69.2901
292	75.1404
293	68.0016
294	74.2429
295	71.0311
296	73.7591
297	69.9792
298	66.9653
299	71.1906
300	75.8061
301	69.455
302	76.3603
303	71.2936
304	75.8793
305	70.3151
306	68.7709
307	64.3213
308	68.4903
309	65.4781
310	75.4253
311	69.5768
312	77.561
313	70.315
314	78.2165
315	73.8101
316	65.7051
317	73.1838
318	67.6291
319	75.1936
320	69.7094
321	67.3124
322	73.6722
323	72.0557
324	75.5556
325	69.4485
326	73.6065
327	70.8948
328	71.9461
329	68.3634
330	74.9206
331	74.5325
332	72.9932
333	75.0207
334	68.8894
335	64.9074
336	70.7572
337	73.9205
338	73.2671
339	71.6382
340	70.0685
341	70.6156
342	72.0263
343	71.4893
344	77.5318
345	68.6437
346	70.426
347	68.1772
348	64.1659
349	71.9427
350	76.704
351	70.5631
352	68.011
353	70.2565
354	72.9741
355	73.7205
356	72.9279
357	71.4496
358	68.9714
359	68.8225
360	72.8378
361	71.7368
362	69.8507
363	70.8041
364	72.3317
365	65.4803
366	69.2589
367	69.843
368	67.7151
369	72.7249
370	74.7581
371	73.9823
372	66.9352
373	72.0232
374	68.5141
375	68.7842
376	71.0649
377	72.2067
378	72.4711
379	64.876
380	67.1503
381	68.7015
382	67.0254
383	69.3906
384	74.3522
385	72.8286
386	71.0545
387	65.2186
388	71.0742
389	68.5491
390	67.9548
391	65.2381
392	70.2056
393	67.7958
394	75.4681
395	72.9071
396	77.1869
397	72.8236
398	75.5391
399	68.3855
400	81.4
401	71.6605
402	67.282
403	64.6082
404	69.7521
405	69.9144
406	70.8208
407	71.3781
408	70.0529
409	65.4181
410	67.0175
411	71.6219
412	71.4364
413	75.3356
414	68.708
415	69.5087
416	69.8664
417	67.8727
418	70.0903
419	71.4722
420	65.7757
421	70.1813
422	67.08
423	68.5565
424	69.2527
425	70.5294
426	65.3593
427	68.1379
428	71.2485
429	69.5721
430	67.2246
431	74.2755
432	70.3405
433	70.1631
434	72.6263
435	67.8441
436	67.2873
437	68.3105
438	67.468
439	67.9161
440	68.554
441	68.8571
442	69.35
443	69.3192
444	72.9428
445	66.9352
446	71.5953
447	74.8733
448	67.7501
449	64.7015
450	65.0538
451	68.1837
452	72.3885
453	69.5365
454	71.0555
455	71.915
456	71.602
457	69.5121
458	69.0157
459	64.9263
460	68.306
461	68.9305
462	71.182
463	72.8711
464	68.9394
465	70.7666
466	69.4398
467	68.0698
468	67.4423
469	65.1078
470	72.1419
471	71.9732
472	67.7543
473	75.0854
474	71.2857
475	66.2094
476	71.64
477	66.0704
478	67.1448
479	71.1868
480	68.0089
481	70.8563
482	67.5488
483	70.6639
484	72.8182
485	68.8834
486	67.1795
487	66.9293
488	70.2105
489	69.3699
490	73.8618
491	68.8223
492	69.1581
493	71.7901
494	66.6333
495	65.1277
496	68.0255
497	67.5982
498	70.2189
499	73.5955
500	79.604
501	67.6852
502	67.2607
503	63.5822
504	65.4345
505	70.7986
506	66.1497
507	67.6388
508	66.4186
509	67.8161
510	65.7126
511	68.4795
512	68.7219
