0	278
1	148
2	276
3	279
4	278
5	109
6	276
7	280
8	275
9	147
10	131
11	144
12	139
13	278
14	277
15	279
16	136
17	138
18	278
19	75
20	277
21	277
22	133
23	272
24	96
25	136
26	277
27	124
28	274
29	278
30	278
31	156
32	279
33	146
34	279
35	278
36	132
37	145
38	278
39	277
40	276
41	276
42	274
43	278
44	283
